CandidateID,Designation,Have you Completed your Graduation ?,Highest Educational Qualification,Total no of years Experience [before joining Piramal],Previous Industry worked with [before joining Piramal],Name of your Previous Organization / Company,How many Organization that you have worked before joining Piramal Finance ?,Average Incentive [per month] earned in your pervious company ?,How did you come to know about the role at Piramal Finance ?,Which Products you are selling in your pervious role ?,What was the average ticket size handled at your end in previous role ?,How many members are there in your family ?,How many are earning family members ? [Other then yourself]2,How many members are dependent on you ?,Department,DOJ,Location Code,Residential Pincode,Branch Pincode,Performance
EMP0306,DST,Full Time,Graduate,8,Banking,Equitas bank,03-May,Above 10K,Direct Application,Personal Loans;,INR 50K - INR 2L,3 - 4 members,2,0,Sales,07-08-23,6053,614202,631001,1
EMP0623,DST,Full Time,Graduate,3,Banking,SR ASSOCIATES(DSA),01-Feb,Above 10K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,2,3,Mass Affluent Housing,01-09-22,6326,500055,500014,1
EMP0388,DST,Full Time,Graduate,6,others,CARS24,03-May,3K-7K,Advertisement / Job Portal,Others;,INR 5L - INR 15L,3 - 4 members,1,3,Affordable Housing,27-07-23,6437,122102,110074,0
EMP0133,DST,Full Time,Graduate,10,others,Hyundai,03-May,Above 10K,Direct Application,Others;,INR 15L and above,3 - 4 members,1,3,Sales,21-09-23,6041,631501,631501,0
EMP0768,DST,,,,NBFC,,,3K-7K,Referral,Housing Loan,INR 50K and below,3 - 4 members,,1,Affordable Housing,06-03-23,6229,474006,474011,0
EMP0440,DST,Full Time,Graduate,5,NBFC,Aye Finance ,03-May,Above 10K,Advertisement / Job Portal,Car Loans / Used Car Loans;MSME / SME Loans;,INR 5L - INR 15L,5 & above members,3,2,Affordable Housing,19-09-22,6313,843101,842002,0
EMP0707,DST,Full Time,Graduate,6,NBFC,DHFL,5+,3K-7K,Direct Application,Housing Loans;Others;,INR 15L and above,3 - 4 members,0,3,Mass Affluent Housing,15-12-21,6172,400101,400066,0
EMP0853,DST,Full Time,Graduate,6.75,NBFC,,0 / Fresher,7K-10K,External consultant,Housing Loan,INR 10L and above,3 - 4 members,,2,Mass Affluent Housing,11-08-22,6342,507101,500048,0
EMP0186,DST,Full Time,Graduate,1.5,Banking,Quess corp Pvt Ltd ,01-Feb,Above 10K,others,Personal Loans;Others;,INR 15L and above,3 - 4 members,1,2,Business Loans,13-06-22,6277,131302,124001,1
EMP0189,DST,Full Time,Graduate,2,Banking,HDFC,03-May,7K-10K,Referral,Housing Loans;, INR 2L - INR 5L,5 & Above members,3,1,Mass Affluent Housing,16-02-22,6039,600095,600045,0
EMP0464,DST,Part Time,Graduate,3,Others,INOX LEISURE LTD.,01-Feb,Less than 3K,Referral,Others;FMCG;, INR 2L - INR 5L,5 & above members,3,4,Secured Business Loan,22-05-23,2165,203207,201301,0
EMP0774,DST,,,,NBFC,,,Above 10K,Referral,Unsecure Business Loan,INR 10L and above,3 - 4 members,,0,Business Loans,14-03-22,6043,641015,641012,1
EMP0581,DST,Full Time,Graduate,5,Banking,Shriram finance ltd ,01-Feb,Above 10K,Direct Application,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,3,2,Mass Affluent Housing,27-12-21,6298,110026,110076,0
EMP0112,DST,Full Time,Post Graduate,10,NBFC,IIFL SAMASTHA,03-May,3K-7K,Direct Application,Housing Loans;,INR 15L and above,1 - 2 members,0,3,Mass Affluent Housing,05-01-22,6143,324009,324007,1
EMP0661,DST,Full Time,Graduate,7,NBFC,Aditya Birla shared services limited,03-May,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,1,3,Sales,28-11-22,6012,522002,522007,1
EMP0821,DST,,,,NBFC,,,3K-7K,Referral,Housing Loan,INR 10L and above,5 & Above members,,4,Mass Affluent Housing,22-05-23,6338,380013,382330,0
EMP0695,DST,Part Time,Graduate,3,NBFC,Satin finserv ltd,01-Feb,Nil,Consultant / Partners,MSME / SME Loans;Housing Loans;,INR 5L - INR 15L,3 - 4 members,3,0,Mass Affluent Housing,31-01-22,6280,147001,147001,1
EMP0226,DST,Full Time,Graduate,8,Banking,HDFC BANK LTD (HDB Financial services p ltd),5+,7K-10K,Referral,Car Loans / Used Car Loans;,INR 50K and below,3 - 4 members,2,3,Sales,03-07-23,6058,638006,638011,0
EMP0530,DST,Part Time,Graduate,0,Others,Na,0 / Fresher,Nil,Campus,Others;FMCG;,Fresher,5 & Above members,2,4,Secured Business Loan,12-07-21,2241,110059,110055,0
EMP0842,DST,,,,NBFC,,,Above 10K,External consultant,Loan Against Property/ Secured Business Loan,INR 10L and above,5 & Above members,,3,Secured Business Loan,10-03-22,6296,110041,110034,1
EMP0929,DST,,,,Others,,,7K-10K,Referral,Used Car Loan,INR 10L and above,1 - 2 members,,1,Sales,07-11-22,6025,500061,500072,1
EMP0372,DST,Full Time,Graduate,7.3,NBFC,Cars24 financial service pvt ltd ,03-May,3K-7K,Referral,Housing Loans;,INR 5L - INR 15L,3 - 4 members,2,3,Mass Affluent Housing,05-12-23,6083,560053,560069,0
EMP0820,DST,,,,NBFC,,,3K-7K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,0,Affordable Housing,17-10-22,6225,480551,462011,0
EMP0266,DST,Full Time,Under Graduate,7,Banking,Hdfc sales Private Limited,01-Feb,Above 10K,Referral,Housing Loans;,INR 50K - INR 2L,3 - 4 members,0,3,Mass Affluent Housing,16-10-23,6410,600060,600054,0
EMP0371,DST,Full Time,Graduate,5,NBFC,HDB Finance,01-Feb,Above 10K,Referral,Personal Loans;,INR 50K and below,3 - 4 members,1,3,Mass Affluent Housing,03-04-23,6249,243001,243001,0
EMP0461,DST,Full Time,Graduate,2,NBFC,Shriram transport finance ltd ,01-Feb,3K-7K,Direct Application,MSME / SME Loans;Car Loans / Used Car Loans;,INR 5L - INR 15L,5 & above members,1,4,Mass Affluent Housing,07-02-22,6000,516003,516001,0
EMP0190,DST,Full Time,Graduate,1,others,IDFC first bank ,0 / Fresher,Above 10K,Referral,MSME / SME Loans;,INR 15L and above,5 & Above members,1,4,Business Loans,03-10-22,6040,632503,623006,1
EMP0850,DST,Full Time,Post Graduate,4.333333333,Banking,,01-Feb,Nil,Referral,Housing Loan,INR 50K and below,5 & Above members,,1,Mass Affluent Housing,19-12-23,6266,160002,160022,0
EMP0895,DST,Full Time,Graduate,0,Others,,0 / Fresher,7K-10K,Referral,Loan Against Property/ Secured Business Loan,INR 50K and below,3 - 4 members,,3,Secured Business Loan,13-02-23,6025,505001,500072,0
EMP0589,DST,Full Time,Graduate,0,Others,No,0 / Fresher,Nil,Referral,Others;MSME / SME Loans;,Fresher,3 - 4 members,2,3,Secured Business Loan,17-04-23,6190,411017,411044,0
EMP0462,DST,Full Time,Graduate,3,NBFC,Bandhan bank micro finance ,01-Feb,Nil,Others,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & above members,2,2,Affordable Housing,29-09-22,6008,533449,533003,0
EMP0543,DST,Full Time,Post Graduate,2,Others,Idfc consumer loan department ,01-Feb,3K-7K,Referral,Others;FMCG;,INR 50K and below,3 - 4 members,2,3,Affordable Housing,13-03-23,6116,384001,384002,0
EMP0775,DST,,,,NBFC,,,3K-7K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,4,Affordable Housing,29-09-21,6229,474006,474011,1
EMP0489,DST,Part Time,Post Graduate,2.5,Others,Oppo mobile phone ,01-Feb,3K-7K,Consultant / Partners,Others;Housing Loans;,INR 50K - INR 2L,3 - 4 members,2,2,Affordable Housing,13-10-22,6312,228131,241001,0
EMP0285,DST,Full Time,Under Graduate,1,NBFC,HDB financial services,01-Feb,3K-7K,Direct Application,Personal Loans;,INR 50K - INR 2L,3 - 4 members,2,5,Mass Affluent Housing,10-11-23,6030,605003,605005,0
EMP0454,DST,Full Time,Post Graduate,3,Others,Shivam computer centre ,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,Fresher,3 - 4 members,2,2,Budget Housing,27-04-23,6134,322211,332001,1
EMP0262,DST,Full Time,Post Graduate,4,Banking,IDFC FIRST BANK (BUZZWORKS),01-Feb,3K-7K,Referral,Personal Loans;,INR 15L and above,3 - 4 members,1,3,Business Loans,04-04-22,6059,636308,636004,1
EMP0304,DST,Full Time,Graduate,3,Banking,HDFC Bank Ltd ,0 / Fresher,Less than 3K,Referral,Others;,INR 50K - INR 2L,3 - 4 members,2,0,Affordable Housing,01-12-23,6030,605007,605005,1
EMP0804,DST,Full Time,Graduate,0,Others,,0 / Fresher,7K-10K,External consultant,Housing Loan,INR 10L and above,3 - 4 members,,2,Mass Affluent Housing,28-11-22,6020,500010,500029,0
EMP0917,DST,,,,Others,,,Less than 3K,Referral,Loan Against Property/ Secured Business Loan,Fresher,5 & Above members,,2,Secured Business Loan,08-12-22,6020,522202,500029,0
EMP0634,DST,Full Time,Post Graduate,1,Others,Nagendra cottage industry ,5+,Above 10K,Consultant / Partners,Housing Loans;Others;,INR 15L and above,5 & Above members,1,4,Mass Affluent Housing,28-04-22,6005,531173,530016,1
EMP0624,DST,Full Time,Graduate,6,Others,THE RAMCO CEMENTS LIMITED,01-Feb,Above 10K,Referral,Others;Housing Loans;,INR 5L - INR 15L,3 - 4 members,1,3,Mass Affluent Housing,27-06-22,6326,500089,500014,1
EMP0740,DST,Full Time,Graduate,5.25,NBFC,,0 / Fresher,Above 10K,Referral,Unsecure Business Loan,INR 5L - INR 10L,3 - 4 members,,2,Business Loans,01-08-22,6163,421503,421301,0
EMP0780,DST,,,,NBFC,,,Above 10K,Referral,Unsecure Business Loan,INR 10L and above,3 - 4 members,,1,Business Loans,26-09-22,6043,641027,641012,1
EMP0605,DST,Full Time,Post Graduate,5,NBFC,Aditya Birla housing finance Ltd ,03-May,Above 10K,Referral,Housing Loans;Others;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,09-02-23,6161,410202,410203,1
EMP0896,DST,Full Time,Post Graduate,5,NBFC,,0 / Fresher,Less than 3K,Referral,Unsecure Business Loan,INR 5L - INR 10L,1 - 2 members,,0,Mass Affluent Housing,02-05-23,6338,380061,382330,0
EMP0018,DST,Full Time,Graduate,7,NBFC,KUWY TECHNOLOGY SERVICE PVT. LTD.,01-Feb,7K-10K,Consultant / Partners,Car Loans / Used Car Loans;,INR 5L - INR 15L,5 & Above members,1,4,Sales,27-04-23,6335,121005,121001,0
EMP0776,DST,Full Time,Graduate,5.5,NBFC,,0 / Fresher,Above 10K,Referral,Loan Against Property/ Secured Business Loan,INR 10L and above,3 - 4 members,,2,Secured Business Loan,07-04-22,6020,500092,500029,0
EMP0502,DST,Full Time,Post Graduate,2.5,NBFC,ft  cash ,5+,7K-10K,Referral,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,1,1,Mass Affluent Housing,28-12-20,2088,401208,400063,0
EMP0376,DST,Full Time,Post Graduate,3.5,Banking,genpact india limited ,0 / Fresher,3K-7K,Referral,Others;,INR 5L - INR 15L,3 - 4 members,0,4,Business Loans,21-04-22,2108,304022,302015,0
EMP0063,DST,Full Time,Graduate,2,NBFC,Credit access gramin limited,01-Feb,7K-10K,Referral,Housing Loans;,INR 5L - INR 15L,3 - 4 members,0,3,Budget Housing,25-09-23,6187,443203,431203,1
EMP0520,DST,Full Time,Graduate,6,NBFC,Fullerton india home finance ,03-May,7K-10K,Referral,MSME / SME Loans;Housing Loans;,INR 15L and above,5 & Above members,2,4,Secured Business Loan,02-03-23,6225,462022,462011,0
EMP0851,DST,Full Time,Graduate,1.5,NBFC,,01-Feb,7K-10K,Referral,Housing Loan, INR 2L - INR 5L,1 - 2 members,,3,Affordable Housing,27-04-23,6294,201013,201010,0
EMP0451,DST,Full Time,Post Graduate,7,NBFC,Aditya Birla finance ,01-Feb,Above 10K,Campus,Personal Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,1,2,Sales,04-05-23,6130,302012,302001,0
EMP0424,DST,Full Time,Graduate,1,NBFC,Aavas finance limited ,01-Feb,Less than 3K,others,MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,0,4,Secured Business Loan,05-09-22,6252,202128,202001,1
EMP0852,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,3K-7K,Referral,Unsecure Business Loan,INR 10L and above,5 & Above members,,2,Business Loans,01-09-22,6298,110072,110076,0
EMP0549,DST,Full Time,Graduate,4,Banking,Icici Bank ,01-Feb,7K-10K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,2,0,Affordable Housing,30-05-22,6160,410201,410201,1
EMP0277,DST,Full Time,Graduate,5,NBFC,HDB FINANCIAL SERVICES ,5+,Above 10K,others,Car Loans / Used Car Loans;Personal Loans;FMCG;MSME / SME Loans;,INR 15L and above,1 - 2 members,0,2,Business Loans,15-09-22,6040,632012,623006,1
EMP0673,DST,Full Time,Graduate,3,NBFC,Adhar Housing financial ,03-May,7K-10K,Direct Application,Housing Loans;Personal Loans;,INR 5L - INR 15L,5 & Above members,2,2,Mass Affluent Housing,19-09-22,6265,211016,211001,0
EMP0835,DST,,,,Others,,,Nil,External consultant,Housing Loan,Fresher,5 & Above members,,5,Affordable Housing,15-06-23,6070,683104,682025,0
EMP0116,DST,Full Time,Graduate,6,NBFC,SHRIRAM CITY UNION FINANCE LTD,03-May,Less than 3K,Advertisement / Job Portal,Others;,INR 50K and below,5 & Above members,1,4,Sales,14-11-22,6133,301001,301001,0
EMP0826,DST,,,,NBFC,,,7K-10K,External consultant,Used Car Loan, INR 2L - INR 5L,5 & Above members,,3,Sales,10-11-21,6115,380005,380009,1
EMP0047,DST,Full Time,Graduate,3,NBFC,HDB FINANCIAL SERVISESS,03-May,Above 10K,Consultant / Partners,MSME / SME Loans;,INR 5L - INR 15L,5 & Above members,2,6,Business Loans,18-08-21,2212,395010,395009,1
EMP0359,DST,Part time,Graduate,4,NBFC,HINDUJA FINANCE LTD,03-May,Above 10K,Advertisement / Job Portal,Others;,INR 5L - INR 15L,5 & Above members,2,2,Affordable Housing,04-05-23,6468,276207,276001,0
EMP0076,DST,Full Time,Graduate,1,Banking,Talent Pro India private limited,01-Feb,3K-7K,Advertisement / Job Portal,Housing Loans;,INR 50K and below,5 & Above members,2,2,Mass Affluent Housing,05-06-23,6442,682315,682301,0
EMP0664,DST,Full Time,Post Graduate,5,NBFC,HDB FINANCE SERVICES LTD ,03-May,Above 10K,Advertisement / Job Portal,Housing Loans;Others;,INR 15L and above,3 - 4 members,1,4,Mass Affluent Housing,17-04-23,6367,560032,562123,0
EMP0029,DST,Part time,Graduate,8,Banking,Kotak Mahindra Bank ,01-Feb,7K-10K,Referral,Personal Loans;,INR 5L - INR 15L,3 - 4 members,0,2,Sales,04-09-23,6174,401209,401107,0
EMP0287,DST,Full Time,Under Graduate,2,NBFC,HDB FINANCIAL SERVICES,01-Feb,7K-10K,Referral,Personal Loans;,INR 50K - INR 2L,3 - 4 members,2,4,Business Loans,05-10-23,6040,632103,623006,0
EMP0579,DST,Full Time,Post Graduate,17,Insurance,Max life Insurance,03-May,7K-10K,Direct Application,Others;Housing Loans;, INR 2L - INR 5L,3 - 4 members,0,2,Mass Affluent Housing,01-12-22,6249,243006,243001,0
EMP0666,DST,Full Time,Graduate,2,Banking,BARODA GLOBAL SHARED SERVICES LTD,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,1,2,Affordable Housing,11-05-23,6016,505327,505001,1
EMP0312,DST,Full Time,Graduate,4,Banking,HDFC sales ,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 15L and above,3 - 4 members,2,3,Affordable Housing,16-03-23,6040,635811,623006,0
EMP0676,DST,Full Time,Graduate,0.6,NBFC,TATA CAPITAL FINANCIAL SERVICES,5+,3K-7K,Others,Car Loans / Used Car Loans;Others;,INR 5L - INR 15L,3 - 4 members,2,3,Sales,12-01-23,6145,313321,313011,1
EMP0460,DST,Full Time,Post Graduate,2,NBFC,Motilal Oswal home fianance ,01-Feb,7K-10K,Referral,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,5 & above members,3,2,Affordable Housing,28-07-21,2215,421302,400067,0
EMP0443,DST,Full Time,Post Graduate,0,Others,Piramal Finance is the my first organization,0 / Fresher,Nil,Others,Others;Housing Loans;,Fresher,1 - 2 members,1,1,Affordable Housing,13-10-21,6092,585401,585401,0
EMP0430,DST,Full Time,Graduate,2,NBFC,HDB FINANCIAL SERVICES LTD,01-Feb,Above 10K,Referral,MSME / SME Loans;Personal Loans;,INR 15L and above,5 & Above members,0,4,Affordable Housing,12-10-23,6117,363020,363001,0
EMP0324,DST,Full Time,Post Graduate,1,Insurance,Niva Bupa bancainsurenc,01-Feb,3K-7K,Advertisement / Job Portal,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & Above members,0,5,Affordable Housing,03-04-23,6307,333515,123401,0
EMP0404,DST,Full Time,Post Graduate,0,others,Nil,0 / Fresher,Nil,Referral,Others;,Fresher,1 - 2 members,1,0,Sales,09-10-23,6029,631004,602001,0
EMP0719,DST,Full Time,Post Graduate,3.5,NBFC,,03-May,7K-10K,Referral,Used Car Loan,INR 10L and above,5 & Above members,,5,Sales,09-05-22,6172,400612,400066,0
EMP0653,DST,Full Time,Graduate,4,Others,IDFC FIRST BANK ,01-Feb,Above 10K,Referral,Others;Housing Loans;, INR 2L - INR 5L,3 - 4 members,1,3,Housing Finance,09-01-23,6019,506001,506001,0
EMP0747,DST,,,,NBFC,,,Above 10K,Referral,Housing Loan,INR 10L and above,1 - 2 members,,2,Affordable Housing,01-08-22,6174,400101,401107,1
EMP0900,DST,Full Time,Graduate,0,Others,,0 / Fresher,Above 10K,Referral,Housing Loan,INR 10L and above,3 - 4 members,,0,Affordable Housing,04-04-22,6298,201301,110076,0
EMP0291,DST,Full Time,Graduate,1,others,Bharti Airtel Ltd,01-Feb,Less than 3K,Referral,Housing Loans;, INR 2L - INR 5L,1 - 2 members,2,2,Affordable Housing,07-11-23,6057,628401,628008,1
EMP0879,DST,,,,Others,,,Above 10K,External consultant,Housing Loan,INR 10L and above,5 & Above members,,4,Affordable Housing,20-10-22,6294,230138,201010,1
EMP0449,DST,Full Time,Graduate,4,Non NBFC,Axis bank,03-May,Nil,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & above members,2,4,Mass Affluent Housing,24-03-22,6145,313001,313011,0
EMP0156,DST,Full Time,Graduate,6,Banking,Hdfc Bank Ltd,03-May,Above 10K,others,Housing Loans;, INR 2L - INR 5L,3 - 4 members,0,4,Affordable Housing,04-07-22,6039,600045,600045,0
EMP0219,DST,Full Time,Under Graduate,3,Banking,HDFC Bank ,01-Feb,Above 10K,Referral,Current / Savings account [CASA];, INR 2L - INR 5L,5 & Above members,1,2,Affordable Housing,19-01-23,6032,606805,606601,0
EMP0552,DST,Full Time,Post Graduate,5.5,NBFC,Vaishnavi Micro Finance,03-May,7K-10K,Consultant / Partners,MSME / SME Loans;Personal Loans;, INR 2L - INR 5L,3 - 4 members,0,3,Mass Affluent Housing,18-10-21,6059,636140,636004,0
EMP0796,DST,Full Time,Graduate,4.416666667,NBFC,,03-May,Above 10K,External consultant,Housing Loan,INR 50K and below,3 - 4 members,,3,Affordable Housing,19-10-23,6043,641044,641012,1
EMP0171,DST,Full Time,Graduate,4,NBFC,Cholamandalam finance,01-Feb,3K-7K,Direct Application,Others;,INR 15L and above,3 - 4 members,2,2,Sales,07-07-22,6030,605004,605005,1
EMP0614,DST,Full Time,Graduate,15,NBFC,DHFL,01-Feb,3K-7K,Direct Application,Housing Loans;MSME / SME Loans;,INR 50K and below,5 & Above members,5,2,Housing Finance,01-12-21,6002,518301,518301,0
EMP0883,DST,Full Time,Graduate,2,NBFC,,01-Feb,7K-10K,Referral,Loan Against Property/ Secured Business Loan, INR 2L - INR 5L,3 - 4 members,,1,Secured Business Loan,08-12-23,6043,678555,641012,0
EMP0165,DST,Full Time,Graduate,15,others,Sri Devagi associate,5+,Above 10K,Referral,Housing Loans;MSME / SME Loans;Personal Loans;FMCG;,INR 15L and above,5 & Above members,1,3,Affordable Housing,28-11-23,6060,637407,636102,0
EMP0078,DST,Full Time,Graduate,2.5,NBFC,Aavas Financiers ,03-May,3K-7K,Direct Application,MSME / SME Loans;Housing Loans;,INR 5L - INR 15L,3 - 4 members,30000,2,Affordable Housing,05-12-23,6354,226017,226014,1
EMP0392,DST,Full Time,Post Graduate,12,others,YBM Aqua Products,5+,3K-7K,Advertisement / Job Portal,Others;,INR 15L and above,5 & Above members,0,3,Sales,10-11-23,6321,521345,521001,1
EMP0931,DST,Full Time,Post Graduate,8,NBFC,,0 / Fresher,Above 10K,External consultant,Used Car Loan,INR 10L and above,5 & Above members,,1,Sales,04-08-22,6035,600032,600010,1
EMP0466,DST,Part Time,Graduate,3,NBFC,BANDHAN BANK,01-Feb,Nil,Consultant / Partners,Housing Loans;Others;,INR 50K - INR 2L,5 & above members,4,4,Affordable Housing,15-09-22,6008,533435,533003,1
EMP0482,DST,Part Time,Graduate,5,Banking,Utkarsh small finance bank,01-Feb,3K-7K,Others,Current / Saving account [CASA];Housing Loans;,Fresher,3 - 4 members,2,2,Affordable Housing,20-09-21,6245,456661,456001,0
EMP0214,DST,Full Time,Graduate,7,Non NBFC,Kuwy technology services pvt Ltd ,01-Feb,3K-7K,Referral,Car Loans / Used Car Loans;,INR 15L and above,3 - 4 members,1,4,Sales,29-12-22,6030,641105,605005,0
EMP0675,DST,Full Time,Graduate,14,Banking,Jana Small Finance Bank,03-May,3K-7K,Referral,MSME / SME Loans;Housing Loans;,INR 5L - INR 15L,3 - 4 members,0,3,Affordable Housing,13-10-22,6219,743128,700029,0
EMP0806,DST,Full Time,Graduate,0.666666667,Banking,,03-May,Nil,Referral,Current Account â Saving Account/Others,INR 50K and below,5 & Above members,,5,Affordable Housing,22-12-23,6266,134109,160022,1
EMP0638,DST,Full Time,Post Graduate,7,Banking,Yes bank ,03-May,Above 10K,Consultant / Partners,Personal Loans;Housing Loans;, INR 2L - INR 5L,3 - 4 members,2,1,Sales,01-09-22,6010,520012,520010,1
EMP0271,DST,Full Time,Under Graduate,0,others,Nil,0 / Fresher,Nil,Referral,Others;,Fresher,5 & Above members,1,5,Affordable Housing,08-12-23,6048,620007,620001,1
EMP0773,DST,,,,NBFC,,,Above 10K,External consultant,Housing Loan,INR 10L and above,5 & Above members,,8,Affordable Housing,01-12-23,6266,160014,160022,1
EMP0470,DST,Part Time,Post Graduate,2,NBFC,Andromeda ,01-Feb,3K-7K,Referral,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,1,3,Mass Affluent Housing,13-02-23,6136,334001,334001,0
EMP0315,DST,Full Time,Under Graduate,6,NBFC,Finovation tech solution (quess ),03-May,3K-7K,Referral,Others;,INR 50K and below,3 - 4 members,2,3,Secured Business Loan,23-02-23,2050,600057,600017,0
EMP0755,DST,Full Time,Graduate,3.833333333,NBFC,,03-May,7K-10K,Referral,Housing Loan, INR 2L - INR 5L,1 - 2 members,,1,Mass Affluent Housing,12-06-23,2165,110006,201301,1
EMP0744,DST,Full Time,Graduate,3.333333333,NBFC,,03-May,Above 10K,Referral,Housing Loan,INR 10L and above,5 & Above members,,1,Mass Affluent Housing,03-04-23,6298,110045,110076,0
EMP0138,DST,Full Time,Graduate,1,NBFC,Protuim ,01-Feb,3K-7K,Direct Application,Housing Loans;,INR 15L and above,3 - 4 members,4,3,Mass Affluent Housing,05-10-23,6017,503245,503001,0
EMP0913,DST,Full Time,Graduate,7.166666667,Others,,0 / Fresher,Less than 3K,Referral,Housing Loan,INR 5L - INR 10L,1 - 2 members,,1,Budget Housing,31-07-23,6023,505187,500062,1
EMP0463,DST,Full Time,Graduate,3,Others,SM ASSOCIATES,01-Feb,Nil,Consultant / Partners,Housing Loans;Car Loans / Used Car Loans;,INR 15L and above,3 - 4 members,1,1,Mass Affluent Housing,11-08-22,6326,518134,500014,1
EMP0263,DST,Full Time,Post Graduate,4,Banking,Equitas Small Finance Bank ,01-Feb,Above 10K,Advertisement / Job Portal,Housing Loans;Others;Car Loans / Used Car Loans;, INR 2L - INR 5L,5 & Above members,4,2,Affordable Housing,02-06-22,6060,636115,636102,0
EMP0648,DST,Full Time,Post Graduate,3,Non NBFC,Royal finance,01-Feb,Nil,Referral,Personal Loans;Others;, INR 2L - INR 5L,3 - 4 members,2,2,Sales,29-05-23,6278,141008,141001,0
EMP0717,DST,,,,Others,,,Above 10K,External consultant,Housing Loan,INR 50K - INR 2L,5 & Above members,,2,Affordable Housing,08-09-22,6130,302016,302001,0
EMP0509,DST,Full Time,Graduate,1,Banking,Axis Bank ,01-Feb,3K-7K,Others,Others;Housing Loans;,INR 5L - INR 15L,3 - 4 members,1,2,Affordable Housing,01-12-22,6192,411030,411037,1
EMP0513,DST,Full Time,Under Graduate,7,NBFC,Aptus value Housing Finance Limited ,03-May,7K-10K,Consultant / Partners,Housing Loans;MSME / SME Loans;,INR 15L and above,5 & above members,7,7,Budget Housing,09-02-22,6043,641048,641012,0
EMP0378,DST,Part time,Graduate,5,NBFC,KUWY TECHNOLOGY SERVICE PVT LTD,01-Feb,Above 10K,Referral,Car Loans / Used Car Loans;,INR 5L - INR 15L,3 - 4 members,0,3,Sales,13-06-22,2241,110094,110055,1
EMP0743,DST,Full Time,Graduate,0,NBFC,,0 / Fresher,Above 10K,Referral,Housing Loan,Fresher,3 - 4 members,,4,Mass Affluent Housing,19-12-22,6164,400102,400051,0
EMP0601,DST,Full Time,Post Graduate,3,NBFC,IIFL FINANCE LIMITED ,01-Feb,Above 10K,Others,MSME / SME Loans;Others;,INR 5L - INR 15L,5 & Above members,4,2,Secured Business Loan,04-04-22,6026,502295,502001,1
EMP0770,DST,,,,NBFC,,,3K-7K,External consultant,Housing Loan,INR 50K - INR 2L,5 & Above members,,4,Mass Affluent Housing,04-08-22,6020,500074,500029,0
EMP0633,DST,Full Time,Graduate,4,Non NBFC,Apollo health care,03-May,3K-7K,Referral,Others;Housing Loans;,INR 50K - INR 2L,5 & Above members,2,0,Affordable Housing,02-06-22,6015,517501,517502,1
EMP0657,DST,Full Time,Graduate,2,NBFC,Aditya Birla housing Finance ,01-Feb,Nil,Referral,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,3 - 4 members,3,2,Mass Affluent Housing,13-04-23,6133,301413,301001,0
EMP0293,DST,Full Time,Post Graduate,6,NBFC,HDB FINACIAL SERVICES,01-Feb,7K-10K,Direct Application,Personal Loans;,INR 15L and above,5 & Above members,1,5,Mass Affluent Housing,25-08-22,6051,624620,639001,0
EMP0089,DST,Full Time,Graduate,6,NBFC,APTUS,03-May,Above 10K,Referral,Housing Loans;MSME / SME Loans;Others;,INR 5L - INR 15L,3 - 4 members,1,0,Mass Affluent Housing,21-09-23,6421,501508,501506,1
EMP0650,DST,Full Time,Graduate,15,Banking,IDBI bank,03-May,Above 10K,Referral,Housing Loans;MSME / SME Loans;,INR 5L - INR 15L,1 - 2 members,1,1,Affordable Housing,20-04-23,6318,401601,401404,0
EMP0480,DST,Full Time,Post Graduate,4.6,NBFC,Bajaj finserv,01-Feb,Above 10K,Referral,Others;Personal Loans;, INR 2L - INR 5L,3 - 4 members,1,3,Affordable Housing,29-12-22,6019,506132,506001,0
EMP0866,DST,,,,Others,,,Less than 3K,External consultant,Housing Loan,INR 10L and above,5 & Above members,,5,Mass Affluent Housing,20-02-23,6115,382440,380009,0
EMP0397,DST,Full Time,Graduate,2,Banking,HDFC BANK LTD,01-Feb,Above 10K,Consultant / Partners,Others;,INR 50K - INR 2L,3 - 4 members,1,2,Mass Affluent Housing,02-02-22,6264,273304,273001,1
